Email Text,Email Type
"Martin, iwill try that, however i've only approved the minimal standard apps - I'll give it a go anyway. I think this is something more insidious than the standard adprogram - maybe i'm paranoid!!! Brian ----- Original Message ----- From: ""Martin Whelan"" To: Sent: Saturday, August 03, 2002 10:01 PM Subject: Re: [IIU] spyware calling home? > It may be worth removing all your apps from the approved list. (a bit of a > pain, I agree) then check the first app which makes the connection. With a > bit of luck it won't be anything standard > > At 21:47 03/08/02 +0100, you wrote: > >Unfortunately, I don't. ZoneAlarm normally gives that info but not this > >time. It just blocks the outward access and warns me that the attempt > >occurred. > >Brian > >----- Original Message ----- > >From: ""Martin Whelan"" > >To: > >Sent: Saturday, August 03, 2002 9:32 PM > >Subject: Re: [IIU] spyware calling home? > > > > > > > Do you know which app is making the connection? > > > > > > > > > At 20:18 03/08/02 +0100, you wrote: > > > >Hello all > > > >I'm looking for advice. My pc has developed a disturbing tendency of > >trying > > > >to access IP 62.17.143.253 without my consent. It has got to the stage > >where > > > >normal web-browsing is almost impossible. > > > >I have checked IP address on RIPE database and I know precisely who is > >being > > > >called. I contacted that company on 14 July, when the problem first arose > > > >and asked for a remedy but (surprise) got no reply. > > > >A helpful person on the ie.comp list suggested Adaware spyware removal. I > > > >ran this and haven't had a problem again until today. > > > >The offending program is obviously not in Adaware db. (I run adaware with > > > >current ref files every day now).? > > > >Any suggestions, please, for removing whatever the f*** is causing this > > > >from my pc? > > > >Brian > > > > > > > > > > > >_______________________________________________ > > > >IIU mailing list > > > >IIU@iiu.taint.org > > > >http://iiu.taint.org/mailman/listinfo/iiu > > > > > > ======================================================================== > > > Martin Whelan | DÃ©ise Design | www.deisedesign.com | Tel : 086-8888975 > > > > > > "" Our core product DÃ©iseditor Â© allows organisations to publish > >information > > > to their web site in a fast and cost effective manner. There is no need > >for > > > a full time web developer, as the site can be easily updated by the > > > organisations own staff. > > > Instant updates to keep site information fresh. Sites which are updated > > > regularly bring users back. Visit www.deisedesign.com/deiseditor.html for > >a > > > demonstration "" > > > > > > DÃ©iseditor Â© "" Managing Your Information "" > > > ======================================================================== > > > > > > _______________________________________________ > > > IIU mailing list > > > IIU@iiu.taint.org > > > http://iiu.taint.org/mailman/listinfo/iiu > > > > > > >_______________________________________________ > >IIU mailing list > >IIU@iiu.taint.org > >http://iiu.taint.org/mailman/listinfo/iiu > > ======================================================================== > Martin Whelan | DÃ©ise Design | www.deisedesign.com | Tel : 086-8888975 > > "" Our core product DÃ©iseditor Â© allows organisations to publish information > to their web site in a fast and cost effective manner. There is no need for > a full time web developer, as the site can be easily updated by the > organisations own staff. > Instant updates to keep site information fresh. Sites which are updated > regularly bring users back. Visit www.deisedesign.com/deiseditor.html for a > demonstration "" > > DÃ©iseditor Â© "" Managing Your Information "" > ======================================================================== > > _______________________________________________ > IIU mailing list > IIU@iiu.taint.org > http://iiu.taint.org/mailman/listinfo/iiu >_______________________________________________ IIU mailing list IIU@iiu.taint.org http://iiu.taint.org/mailman/listinfo/iiu",Safe Email
empty,Phishing Email
"outstanding opportunities for "" premier producers "" for a confidential phone interview please complete form submit name : e - mail : phone : city : state : area of interest : full - time agent sales manager general agent cpa partner independent agent we don ' t want anybody to receive or mailing who does not wish to receive them . this is professional communication sent to insurance professionals . to be removed from this mailing list , do not reply to this message . instead , go here : http : / / www . insurancemail . net legal notice",Phishing Email
"re : kinship terms fwiw , i believe i ' ve heard "" bro "" in hawai ' ian pidgin in the early ' 70s . i would assume it has an independent origin there . it seemed like to be primarily used to refer to those of one 's own racial / ethnic group ( not necessarily kin ) , but could be extended to include even haoles ( like me ) .",Safe Email
"re : lr , almost no acquaintances free cable * tv exotic imitate magnificent chalky eyebrow eigenvalue heavyweight wit bewilder bemuse repository rhapsody pilferage retaliate neurophysiology ms diddle map canonic sidecar curiosity eyesore sortie staley applicate invoke auberge ram pour steam boor alice rebuttal label muezzin construct contralto geodesic oven sylvester cement propelled disposable meredith hurdle motivate",Phishing Email
popular software at low low prices . looking for not expensive high - quality software ? we might have just what you need . windows xp professional 2002 . . . . . . . . . . . . . $ 50 adobe photoshop 7 . 0 . . . . . . . . . . . . . . . . . . . . . . $ 60 microsoft office xp professional 2002 . . . . $ 60 corel draw graphics suite 11 . . . . . . . . . . . . . $ 60 and lots more . . .,Phishing Email
"On Wed, Jul 31, 2002 at 11:28:05AM +0100, Satelle, StevenX wrote:
> When I was in school they pushed Irish down my throat. I developed a hatred
> for Irish. I did French for 3 years and German for 6 months, I could
> (almost) hold a basic conversation. I am proud of the fact that I don't know
> one word of Irish. Going rapidly OT here, but I find it shocking that anybody could be
proud of not knowing something. It's like the tourist on holidays using
that speak-loudly-enough-and-they-will-understand technique or (slightly
less off-topic) the friend or relative who says ""I know nothing
about computers!"" and clearly doesn't intend to learn, and is happy
to let you clean up after them.I certainly agree that Irish is not taught all that well (or wasn't
when I was in school) but I'd like to be able to relearn it and to
count it as one of my skills.David-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",Safe Email
"assume enw is doing for you what you need done during this difficult time . i know what sally and her team have been doing for the effort for the last few weeks as well as systems and eol . i have been working with jay webb , brad richter , sally , bob hall , pickering , etc . constantly on many issues , including ea , and they tell me you are getting what you need . i assume you will call directly if you are not getting anything you need or are concerned or need me personally for anything . thanks . greg piper president & ceo enron net works llc _ _ _ _ _",Safe Email
"socio & anthropological linguistics from oxford up power sharing : language , rank , gender and social space in pohnpei , micronesia elizabeth keating , university of texas ( oxford studies in anthropological linguistics 23 ) what allows certain individuals and groups to maintain control over the actions and lives of others ? linguistic anthropologist elizabeth keating went to the island of pohnpei , in micronesia , and studied how people use language and other semiotic codes to reproduce and manipulate status differences . the result is this inside view of how language works to create power and social inequality . this book challenges widely held theories on the nature of social stratification , including women 's roles in creating hierarchy . december 1998 224 pp . ; 14 halftones , 4 linecuts 0-19 - 511197 - 4 $ 75 . 00 oxford university press eloquence in trouble : the poetics and politics of complaint in rural bangladesh james m . wilce , northern arizona university ( oxford studies in anthropological linguistics 21 ) eloquence in trouble captures the articulation of several troubled lives in bangladesh as well as the threats to the very genres of their expression , lament in particular . the first ethnography of one of the most spoken mother tongues on earth , bangla , this study represents a new approach to troubles talk , combining the rigor of discourse analysis with the interpretive depth of psychological anthropology . its careful transcriptions of bangladeshi troubles talk will disturb some readers and move others - - beyond past academic discussion of personhood in south asia . december 1998 320 pp . ; 7 halftones , 8 linecuts 0-19 - 510687 - 3 $ 65 . 00 oxford university press _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ for more information about linguistics titles from oxford : visit the oxford university press usa web site at http : / / www . oup-usa . org or e-mail : linguistics @ oup-usa . org",Safe Email
"More Than $2500 in DEBT?We Can Help You PAY-OFF Your BILLS!!
Click here for your FREE Consultation!!
http://mysprintfast.com/web/debtfreedom/index1.html~Cut your monthly payments by 50% or even more...
~Stop paying Creditors high interest rates?
~Better Manage your Financial Situation...Keep More Cash every Month!
~We can Help STOP any Creditor Harassment!
~Consolidate Regardless of past Credit History!Quick - Confidential - No Obligations -
Click on the link below to get started!!
http://mysprintfast.com/web/debtfreedom/index1.html~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~To be removed from all further mailings, 
please send a message to: 457remove@webs.mysprintfast.com 
We honor all remove requests.
",Phishing Email
"hiv , hiv , charset = us - ascii "" > save up to 80 % on popular meds ! * * * great specials * * * check it out : khttp : / / www . pmedbadbu . info / 92 / - no doctor visits or hassles - quick delivery to your front door visit us here : khttp : / / www . pmedbadbu . info / 92 / on medication long term ? buy bulk through us and literally save thousands ! fletch awesomecanela wright polo marcus moneylhonda 1 ricky jkm guido sunbird booster diane aylmer fountain chance olivierexpress justinl amelie lamer bmw suzuki front 242 profkleenex xxxx bullet bull wolverinexcalibu new eugene gocougs tina charlott",Phishing Email
